PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX010,PX020,PX030,PX040,PX050,PT005,PT010,PT020,PT030,PT040,PT050,PT060,PT070,PT080,PT090,PT100,PT110,PT120,PT130,PT140,PT150,PT160,PT170,PT180,PT190,PT200,PT210,DB040,NR_ITW
2011,BE,280531,739.030023094688,NA,2,2011,18,1,1930,1,2,2,BE,2,NA,1,7,NA,NA,2,NA,3,91,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,21,5,2,1,2,NA,2,NA,0,1,0,0,0,14198,1,0,0,0,0,1030,5352,0,0,0,1,1,80,28053,1,6,0,NA,2,NA,NA,-1,1,NA,1958,1,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,BE22,BE22-1
2011,BE,280532,739.030023094688,NA,2,NA,19,1,1931,2,2,1,BE,2,NA,1,10,NA,2,NA,NA,NA,52,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,9210,1,0,0,0,0,0,0,0,0,0,1,1,79,28053,1,7,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,BE22,BE22-1
2011,BE,280541,739.030023094688,NA,1,2011,12,3,1942,1,2,3,BE,2,NA,5,7,1,NA,2,NA,3,81,2,NA,NA,NA,NA,13,1,NA,NA,NA,4,14,2,1,2,2,NA,2,NA,120,1,0,0,0,11960,1,0,0,0,0,0,21092,0,0,0,1,1,68,28054,1,3,0,3,NA,2,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,4,NA,NA,NA,4,NA,1,BE22,BE22-4
2011,BE,280542,739.030023094688,NA,1,2011,7,4,1950,2,2,NA,BE,2,NA,3,8,NA,1,NA,NA,3,23,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,20,5,1,3,2,NA,2,NA,1320,1,3314,0,0,18080,1,0,0,0,0,0,0,2455,0,0,1,1,60,28054,1,2,0,NA,2,1,1,1953,1,NA,NA,3,NA,NA,1,1,NA,NA,NA,2,NA,NA,5,NA,BE22,BE22-4
2011,BE,280561,739.030023094688,NA,1,2011,3,3,1968,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,83,8,32,NA,b-e,NA,13,1,1,2,NA,NA,23,2,2,3,2,NA,2,NA,2913,1,101520,3443,0,0,1,0,0,0,0,0,0,0,0,0,1,1,42,28056,1,2,568.7689,1,3,2,2,1948,3,1,1937,1,4,1,1,2,2,4,5,NA,NA,5,4,2,BE22,BE22-3
2011,BE,280562,739.030023094688,NA,1,2011,NA,3,1968,2,2,1,BE,2,NA,3,8,NA,NA,NA,NA,3,31,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,34,2,2,3,2,NA,2,NA,780,1,0,0,0,0,1,0,0,0,0,0,0,0,20151,0,1,1,42,28056,1,2,832.7487,NA,2,2,2,1935,NA,NA,1938,NA,NA,1,2,1,1,NA,1,NA,NA,NA,NA,NA,BE22,BE22-3
2011,BE,280661,739.030023094688,NA,2,2011,9,3,1947,2,2,2,BE,2,NA,2,7,NA,NA,NA,NA,3,52,9,NA,NA,NA,4,NA,2,2,1,NA,1,18,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,17325,0,0,0,0,1,1,63,28066,1,2,0,4,2,NA,4,1939,NA,NA,1949,1,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,BE22,BE22-1
2011,BE,280662,739.030023094688,NA,NA,2011,26,2,1956,1,5,3,BE,2,NA,3,1,1,NA,NA,NA,3,32,0 - 1,30,NA,NA,NA,NA,NA,1,2,NA,NA,24,1,2,3,2,NA,2,NA,0,1,28313,0,0,0,1,0,0,0,0,0,0,551,0,0,1,1,54,28066,1,7,0,1,3,NA,2,NA,1,1,NA,NA,1,2,NA,2,2,8,NA,NA,NA,4,3,1,BE22,BE22-1
2011,BE,280721,739.030023094688,NA,3,2011,14,4,1952,1,1,3,BE,2,NA,2,5,1,NA,2,NA,3,91,5,NA,NA,NA,NA,NA,1,NA,2,NA,NA,24,2,2,3,2,NA,2,NA,0,1,0,0,0,14309,1,0,0,0,15748,0,0,0,0,0,1,1,58,28072,1,3,0,NA,2,NA,NA,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,BE22,BE22-4
2011,BE,280722,739.030023094688,NA,2,2011,NA,3,1954,2,2,3,BE,2,NA,3,8,1,1,NA,NA,3,73,4,20,NA,NA,3,NA,1,2,1,7,NA,42,3,1,3,2,NA,2,NA,1050,1,0,0,0,27300,1,0,0,0,0,0,0,0,16942,0,1,1,56,28072,1,6,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,BE22,BE22-4
2011,BE,280901,739.030023094688,NA,2,2011,4,3,1953,1,2,1,BE,2,5,1,1,1,NA,NA,NA,3,32,7,40,NA,b-e,NA,13,1,1,1,NA,NA,17,1,2,3,2,NA,2,NA,0,1,37829,1394,0,15613,1,0,0,0,0,0,0,0,0,0,1,1,57,28090,1,7,704.7737,1,4,3,2,1939,1,2,1943,1,1,1,1,1,1,1,5,NA,NA,NA,3,1,BE22,BE22-5
2011,BE,280902,739.030023094688,NA,2,NA,18,4,1954,2,2,3,BE,2,NA,3,2,1,NA,1,NA,3,23,9,32,NA,r-u,NA,NA,1,2,2,NA,NA,21,3,2,3,2,NA,2,NA,1200,1,29898,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,56,28090,1,2,706.9994,1,NA,NA,1,1924,NA,NA,1933,NA,1,NA,NA,1,NA,5,1,NA,NA,4,3,NA,BE22,BE22-5
2011,BE,280931,739.030023094688,NA,NA,2011,9,4,1957,1,2,2,BE,2,NA,3,11,1,NA,NA,NA,3,24,8,55,NA,NA,NA,12,1,2,2,NA,NA,22,2,1,3,2,NA,2,NA,0,1,0,0,0,13924,1,0,0,0,0,0,0,0,42486,0,1,1,53,28093,1,6,393.6789,1,2,4,2,1952,4,1,1925,NA,NA,NA,3,1,2,NA,NA,2,NA,4,5,1,BE22,BE22-2
2011,BE,280932,739.030023094688,NA,2,2011,5,4,1986,2,1,1,BE,2,NA,3,1,NA,1,NA,NA,3,32,5,NA,NA,g,3,NA,NA,NA,2,NA,NA,18,1,1,1,2,NA,2,NA,0,1,11177,0,0,6397,1,0,0,0,0,0,0,0,0,0,1,1,24,28093,1,2,0,NA,NA,2,NA,1938,4,1,NA,NA,NA,1,1,1,NA,NA,5,NA,9,5,NA,2,BE22,BE22-2
2011,BE,281261,739.030023094688,NA,2,2011,14,2,1947,1,2,1,BE,2,5,2,7,NA,1,1,1,3,83,8,NA,NA,NA,NA,NA,2,2,NA,NA,NA,23,5,1,1,2,NA,2,NA,1440,1,0,0,0,0,1,0,0,0,0,13074,0,0,0,0,1,1,63,28126,1,2,1517.92,NA,NA,2,NA,NA,1,1,1949,NA,NA,2,NA,1,2,NA,NA,NA,NA,6,5,NA,BE22,BE22-5
2011,BE,281262,739.030023094688,NA,2,2011,1,4,1952,2,2,1,BE,1,NA,3,2,NA,2,NA,NA,3,91,9,NA,NA,r-u,NA,NA,2,2,NA,NA,NA,15,2,1,3,2,NA,2,NA,0,1,11232,0,0,12170,1,0,0,0,0,0,0,0,0,0,1,1,58,28126,1,2,722.6885,1,NA,4,NA,1925,4,NA,1927,NA,NA,3,1,NA,2,NA,NA,NA,NA,4,5,NA,BE22,BE22-5
2011,BE,281541,739.030023094688,NA,1,2011,10,2,1963,2,2,1,BE,1,NA,2,10,NA,2,2,NA,3,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,47,28154,1,2,0,NA,2,1,NA,1925,1,2,NA,NA,NA,NA,0,NA,NA,9,5,NA,NA,NA,NA,NA,BE22,BE22-5
2011,BE,281542,739.030023094688,NA,2,2011,8,1,1992,1,1,NA,BE,2,3,2,6,NA,NA,2,NA,4,42,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,18,28154,1,7,0,NA,NA,NA,NA,NA,NA,NA,1930,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,BE22,BE22-5
2011,BE,281631,739.030023094688,NA,1,2011,13,1,1979,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,41,2,24,NA,p,NA,13,1,2,2,NA,NA,15,2,2,2,2,NA,2,NA,970,1,33848,1611,0,23198,1,0,0,0,0,0,0,0,0,0,1,1,31,28163,1,2,2794.698,4,2,2,3,1946,1,1,1927,1,1,2,2,1,2,2,1,NA,NA,6,5,1,BE22,BE22-3
2011,BE,281632,739.030023094688,NA,1,2011,9,1,1980,2,1,3,BE,2,NA,4,2,1,NA,NA,NA,NA,82,3,40,NA,g,NA,11,1,2,2,NA,NA,21,3,2,3,2,NA,2,3,0,1,23597,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,30,28163,1,6,728.682,1,2,2,2,1940,1,2,NA,1,NA,NA,1,2,2,NA,1,2,NA,4,NA,1,BE22,BE22-3
2011,BE,281711,739.030023094688,NA,1,2011,13,1,1946,1,1,1,BE,2,NA,1,7,1,1,2,NA,3,34,8,38,NA,NA,6,4,1,1,2,1,NA,23,2,2,3,2,NA,2,8,0,1,0,0,0,15585,1,0,0,0,0,87972,0,0,0,0,1,1,64,28171,1,5,2917.315,1,2,3,2,1946,1,1,1949,1,1,2,1,1,2,NA,1,NA,NA,5,2,1,BE22,BE22-1
2011,BE,281712,739.030023094688,NA,2,2011,6,2,1949,2,2,1,BE,2,NA,5,2,1,NA,NA,NA,3,34,2,40,NA,g,NA,13,1,2,2,NA,NA,24,1,2,3,2,NA,2,NA,0,1,56514,0,0,12816,1,0,0,0,0,0,0,0,0,0,1,1,61,28171,1,6,842.3628,1,2,7,1,1949,1,1,1925,1,1,1,1,1,2,NA,1,NA,1,5,4,1,BE22,BE22-1
2011,BE,281751,739.030023094688,NA,2,2011,3,2,1933,1,NA,1,BE,2,NA,3,NA,1,1,2,NA,3,91,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,1720,1,0,0,0,15600,1,0,0,0,0,4293,0,0,0,0,1,1,77,28175,1,3,2125.278,NA,1,2,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,BE22,BE22-4
2011,BE,281752,739.030023094688,NA,2,2011,37,4,1938,2,4,1,BE,1,NA,1,10,NA,NA,NA,NA,NA,83,NA,NA,NA,i,NA,NA,2,NA,NA,NA,NA,NA,2,2,3,1,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,72,28175,1,2,0,NA,2,NA,NA,NA,1,NA,1924,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,BE22,BE22-4
2011,BE,281781,739.030023094688,NA,1,2011,4,3,1934,1,4,1,BE,1,5,3,7,NA,1,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,2947,0,0,0,0,1,1,76,28178,1,2,0,NA,NA,NA,NA,NA,NA,NA,1954,3,NA,3,NA,1,NA,8,NA,NA,NA,NA,NA,NA,BE22,BE22-2
2011,BE,281782,739.030023094688,NA,2,2011,8,3,1939,2,4,1,BE,2,NA,1,7,NA,NA,NA,1,3,41,NA,NA,NA,NA,NA,12,1,NA,1,NA,NA,21,4,2,3,2,NA,2,NA,0,1,0,0,0,12105,1,0,0,0,0,14630,0,0,0,0,1,1,71,28178,1,7,0,NA,3,3,NA,NA,NA,NA,1936,NA,1,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,BE22,BE22-2
2011,BE,281991,739.030023094688,NA,1,2011,7,1,1933,1,2,1,BE,2,NA,2,7,NA,2,2,NA,3,NA,7,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2,1,2,NA,2,NA,3837,1,0,0,0,0,1,0,0,0,0,14488,0,0,0,0,1,1,77,28199,1,3,0,1,NA,7,1,1937,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,BE22,BE22-4
2011,BE,281992,739.030023094688,NA,2,2011,10,3,1939,2,2,1,BE,2,NA,1,7,NA,2,2,NA,4,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,71,28199,1,7,0,NA,NA,NA,NA,1952,NA,NA,1931,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2,5,NA,BE22,BE22-4
2011,BE,282141,739.030023094688,NA,2,2011,13,4,1949,1,2,1,BE,2,NA,3,7,NA,1,2,NA,3,NA,7,NA,NA,NA,NA,11,1,2,NA,NA,NA,NA,1,2,1,2,NA,2,NA,0,1,0,0,0,21040,1,0,0,0,16965,0,0,0,0,0,1,1,61,28214,1,2,0,1,NA,NA,NA,NA,NA,1,1941,NA,NA,1,1,NA,2,7,3,2,1,NA,NA,NA,BE22,BE22-4
2011,BE,282142,739.030023094688,NA,2,2011,13,3,1949,2,2,NA,BE,2,NA,3,7,NA,1,NA,NA,3,91,3,NA,NA,NA,NA,1,1,2,NA,NA,NA,16,2,1,3,2,NA,2,NA,0,1,0,0,0,11928,1,0,0,0,0,16995,0,0,0,0,1,1,61,28214,1,7,2769.248,NA,2,NA,2,NA,1,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,6,NA,NA,BE22,BE22-4
2011,BE,282151,739.030023094688,NA,2,2011,19,3,1952,1,2,2,BE,2,NA,2,7,NA,1,NA,NA,3,82,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,18,3,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,17869,0,0,0,1,1,58,28215,1,2,0,NA,NA,NA,1,NA,2,1,NA,1,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,1,BE22,BE22-4
2011,BE,282152,739.030023094688,NA,2,2011,6,4,1953,2,2,1,EU,2,NA,3,2,NA,1,2,NA,3,41,4,38,NA,l-n,NA,NA,2,2,NA,NA,4,NA,3,2,3,2,NA,2,NA,0,1,4702,135,0,0,1,0,0,0,0,0,0,0,0,0,1,1,57,28215,1,6,0,1,NA,5,1,1930,NA,NA,NA,NA,NA,2,NA,NA,1,NA,5,NA,NA,NA,NA,NA,BE22,BE22-4
2011,BE,282481,739.030023094688,NA,NA,2011,14,1,1987,2,1,1,BE,2,NA,3,1,NA,1,NA,NA,1,91,5,NA,NA,l-n,NA,NA,1,2,NA,NA,NA,19,3,2,2,2,NA,2,NA,4771,1,3447,305,0,0,1,0,0,0,0,0,0,0,0,0,1,1,23,28248,1,3,552.7708,NA,NA,3,NA,NA,1,NA,1955,2,1,1,NA,NA,NA,NA,NA,2,NA,3,4,1,BE22,BE22-2
2011,BE,282482,739.030023094688,NA,1,2011,10,3,1983,1,1,3,BE,2,NA,3,1,1,NA,NA,NA,3,12,2,30,NA,p,NA,13,1,2,2,NA,NA,18,2,2,3,2,NA,2,NA,0,1,36965,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,27,28248,1,7,0,1,3,7,0,-1,1,NA,1926,NA,1,1,NA,1,2,5,5,NA,4,5,3,1,BE22,BE22-2
2011,BE,282561,739.030023094688,NA,2,2011,8,2,1945,1,2,3,BE,2,NA,3,8,NA,2,NA,NA,3,NA,9,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,3,2,3,2,NA,2,NA,1310,1,0,0,0,13456,1,0,0,0,0,0,0,0,9825,0,1,1,65,28256,1,2,0,1,2,1,2,1936,1,1,NA,NA,1,-1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BE22,BE22-4
2011,BE,282562,739.030023094688,NA,2,2011,5,2,1940,2,2,3,BE,1,NA,1,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,70,28256,1,6,0,3,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,BE22,BE22-4
2011,BE,282961,739.030023094688,NA,2,2011,9,2,1973,1,1,3,BE,2,NA,5,6,NA,1,2,NA,NA,NA,0 - 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,NA,2,NA,0,1,0,0,0,5053,1,0,0,0,0,0,0,0,0,0,1,1,37,28296,1,2,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,BE22,BE22-3
2011,BE,282962,739.030023094688,NA,NA,2011,13,3,1976,2,2,3,BE,2,NA,5,1,NA,NA,NA,NA,3,NA,3,40,NA,o,NA,11,1,1,2,NA,NA,14,3,2,3,2,NA,2,NA,0,1,27917,3036,1426,0,1,0,0,0,0,0,0,0,0,0,1,1,34,28296,1,3,658.2224,1,2,3,2,1925,1,2,1950,1,NA,1,1,NA,NA,NA,5,NA,NA,5,5,1,BE22,BE22-3
2011,BE,283081,739.030023094688,NA,2,2011,6,4,1930,1,2,3,BE,2,NA,3,7,NA,NA,NA,NA,3,42,9,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,16244,0,0,0,0,1,1,80,28308,1,2,0,1,2,3,1,1965,1,NA,1925,NA,1,NA,NA,1,NA,NA,2,NA,NA,5,1,NA,BE22,BE22-4
2011,BE,283082,739.030023094688,NA,2,2011,14,1,1930,2,4,1,BE,2,NA,1,7,NA,1,NA,NA,3,13,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,3,1,3,2,NA,2,1,0,1,0,0,0,9284,1,0,0,0,0,10606,0,0,0,0,1,1,80,28308,1,2,543.1635,1,NA,1,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,3,BE22,BE22-4
2011,BE,283141,739.030023094688,NA,2,2011,7,3,1963,1,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,23,7,38,NA,b-e,NA,13,1,1,2,NA,NA,20,1,2,1,2,NA,2,NA,792,1,46840,1281,0,0,1,0,0,0,45,0,0,0,0,0,1,1,47,28314,1,2,0,1,2,3,1,1939,1,1,1944,NA,1,1,1,1,1,NA,5,2,2,4,5,1,BE22,BE22-2
2011,BE,283142,739.030023094688,NA,1,2011,11,4,1956,2,2,1,BE,2,NA,3,2,1,NA,NA,NA,3,23,7,32,NA,f,NA,12,1,1,2,NA,NA,26,1,2,3,2,NA,2,NA,0,1,23736,1911,0,13672,1,0,0,0,12043,0,0,0,0,0,1,1,54,28314,1,7,663.7205,NA,2,3,1,1922,1,1,1955,NA,1,1,1,2,NA,2,1,NA,NA,5,NA,1,BE22,BE22-2
2011,BE,283271,739.030023094688,NA,1,2011,8,1,1948,2,2,1,BE,2,NA,2,7,NA,1,NA,NA,3,74,7,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,25335,1,0,0,0,0,11631,0,0,0,0,1,1,62,28327,1,2,0,3,NA,2,2,1923,2,1,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,4,NA,NA,BE22,BE22-1
2011,BE,283272,739.030023094688,NA,2,2011,2,3,1981,2,2,1,Other,1,3,1,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,24,4,2,3,2,NA,2,NA,0,1,0,0,0,13062,1,0,0,0,0,0,0,0,0,0,1,1,29,28327,1,2,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,BE22,BE22-1
2011,BE,283371,739.030023094688,NA,2,2011,17,2,1930,1,2,2,BE,2,NA,3,7,NA,1,NA,NA,3,61,5,NA,NA,NA,NA,8,1,2,NA,NA,NA,25,4,2,1,2,NA,2,NA,0,1,13811,0,0,5315,1,0,0,0,0,0,0,0,0,0,1,1,80,28337,1,3,0,NA,2,2,NA,NA,NA,4,1951,NA,NA,NA,NA,1,1,8,5,NA,NA,2,4,NA,BE22,BE22-4
2011,BE,283372,739.030023094688,NA,2,2011,10,3,1930,2,4,1,BE,2,NA,1,7,NA,NA,2,NA,3,72,9,NA,NA,i,NA,NA,1,NA,NA,NA,NA,NA,1,1,3,2,NA,2,NA,0,1,0,0,0,7044,1,0,0,0,0,13268,0,0,0,0,1,1,80,28337,1,6,1342.811,1,NA,4,1,1953,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BE22,BE22-4
2011,BE,283381,739.030023094688,NA,2,2011,22,3,1930,1,2,1,BE,2,NA,3,7,NA,NA,NA,NA,3,34,5,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,2,2,3,2,NA,2,NA,1260,1,0,0,0,0,1,0,0,0,0,15520,0,0,0,0,1,1,80,28338,1,2,0,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,NA,5,NA,1,BE22,BE22-3
2011,BE,283382,739.030023094688,NA,2,2011,3,2,1930,2,2,1,BE,2,NA,1,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,1,3,2,NA,NA,NA,0,1,0,0,0,17456,1,0,0,0,0,0,0,0,0,0,1,1,80,28338,1,2,1035.584,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,BE22,BE22-3
2011,BE,283521,739.030023094688,NA,2,2011,2,3,1946,2,2,3,BE,2,NA,3,10,NA,1,2,NA,3,52,NA,NA,NA,j,NA,NA,1,NA,NA,NA,NA,NA,1,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,64,28352,1,7,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,NA,BE22,BE22-4
2011,BE,283522,739.030023094688,NA,2,2011,13,1,1950,1,2,1,EU,2,NA,1,7,1,NA,NA,NA,3,34,7,55,NA,NA,NA,13,1,2,2,NA,NA,23,2,2,3,2,NA,2,NA,0,1,0,0,0,11795,1,0,0,0,0,65761,0,0,0,0,1,1,60,28352,1,2,595.0843,3,NA,2,2,1948,1,1,1924,1,1,3,3,NA,2,3,1,NA,NA,5,2,2,BE22,BE22-4
2011,BE,283661,739.030023094688,NA,1,2011,4,3,1987,2,1,3,BE,2,NA,5,6,NA,1,NA,NA,2,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,2293,1,0,0,0,0,0,0,0,0,0,1,1,23,28366,1,7,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,NA,NA,NA,NA,1,BE22,BE22-3
2011,BE,283662,739.030023094688,NA,2,2011,14,3,1983,1,2,3,BE,2,NA,4,2,NA,NA,NA,NA,3,51,4,NA,NA,b-e,NA,13,2,2,NA,NA,NA,14,1,2,3,2,NA,2,NA,1320,1,5904,0,0,17200,1,0,0,0,0,0,0,0,0,0,1,1,27,28366,1,2,0,NA,2,1,NA,NA,NA,NA,NA,1,1,2,1,-1,NA,8,NA,NA,NA,NA,NA,2,BE22,BE22-3
2011,BE,284001,739.030023094688,NA,2,2011,17,1,1951,1,2,3,BE,2,NA,3,8,NA,1,NA,NA,2,52,4,NA,NA,NA,NA,6,NA,NA,NA,NA,1,24,4,2,3,2,NA,2,NA,0,1,0,0,0,13093,1,0,0,0,0,0,0,10720,10720,0,1,1,59,28400,1,6,0,NA,NA,NA,1,1926,NA,NA,1953,NA,1,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,BE22,BE22-5
2011,BE,284002,739.030023094688,NA,1,2011,6,4,1955,2,2,1,EU,2,NA,1,2,1,NA,NA,NA,3,34,5,38,NA,q,NA,13,1,1,2,NA,NA,18,1,2,3,2,NA,2,3,200,1,0,0,0,10489,1,0,44959,0,0,0,0,0,0,0,1,1,55,28400,1,2,593.6525,1,NA,3,1,1950,NA,1,1920,1,1,3,2,1,2,6,1,NA,NA,6,3,1,BE22,BE22-5
2011,BE,284031,739.030023094688,NA,2,2011,2,1,1930,1,4,3,EU,2,NA,1,7,NA,NA,2,NA,3,33,NA,27,NA,NA,NA,NA,NA,2,NA,NA,NA,16,4,2,3,2,NA,2,NA,0,1,0,0,0,22015,1,0,0,0,0,15189,0,0,0,0,1,1,80,28403,1,NA,894.7049,NA,NA,NA,4,NA,NA,NA,1932,1,1,NA,1,1,NA,2,NA,NA,3,NA,4,1,BE22,BE22-1
2011,BE,284032,739.030023094688,NA,1,2011,11,2,1931,2,2,3,BE,2,NA,3,7,NA,NA,2,NA,3,52,9,45,NA,NA,NA,NA,1,2,NA,NA,NA,24,2,1,3,2,NA,2,NA,1388,1,0,0,0,12484,1,0,0,0,0,15905,0,0,735,0,1,1,79,28403,1,2,590.916,3,2,2,1,NA,1,4,NA,NA,NA,2,1,NA,NA,4,NA,NA,NA,6,4,1,BE22,BE22-1
2011,BE,284071,739.030023094688,NA,2,2011,15,2,1979,1,2,NA,BE,2,NA,3,1,1,NA,NA,NA,3,23,9,39,NA,i,NA,12,1,2,NA,NA,NA,22,1,2,2,2,NA,2,NA,0,1,34747,0,0,3991,1,0,0,0,0,0,0,3182,0,0,1,1,31,28407,1,6,1613.49,1,2,1,2,NA,3,1,1937,NA,1,3,2,NA,2,7,NA,NA,NA,3,1,1,BE22,BE22-4
2011,BE,284072,739.030023094688,NA,2,2011,2,1,1980,2,1,1,BE,2,NA,2,1,1,NA,NA,NA,3,91,5,41,NA,g,NA,12,1,2,2,NA,NA,21,5,2,3,2,NA,2,NA,0,1,23170,1041,1041,0,1,0,0,0,0,0,0,0,0,0,1,1,30,28407,1,5,0,1,NA,4,2,NA,4,1,1954,1,1,1,NA,1,NA,1,5,NA,NA,NA,4,2,BE22,BE22-4
2011,BE,284161,739.030023094688,NA,1,2011,32,4,1953,1,2,1,BE,2,NA,5,1,1,NA,2,NA,3,31,2,36,NA,p,NA,13,1,2,1,NA,NA,25,1,2,3,2,NA,2,NA,0,1,44584,1642,0,23830,1,0,0,0,0,0,0,0,0,0,1,1,57,28416,1,2,671.8841,1,2,2,2,1928,1,2,1945,1,1,3,3,2,2,3,5,NA,NA,4,5,1,BE22,BE22-2
2011,BE,284162,739.030023094688,NA,1,2011,3,4,1954,2,2,2,BE,2,NA,4,7,NA,1,2,NA,3,34,8,NA,NA,NA,NA,NA,NA,2,2,NA,NA,13,4,1,3,2,NA,1,NA,0,1,14155,0,0,8365,1,0,0,0,0,0,0,0,0,0,1,1,56,28416,1,3,0,3,NA,5,NA,-1,NA,NA,NA,1,1,NA,NA,1,NA,NA,5,NA,NA,NA,5,NA,BE22,BE22-2
